ID	LABEL	Type	contributor	example of usage	definition	editor note	term editor	alternative label	definition source	term tracker item	ontology term requester	comment	
EUPATH:0032345	presence of Moraxella nonliquefaciens in induced sputum	Class			A Moraxella nonliquefaciens in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032474	presence of Streptococcus pneumoniae in induced sputum	Class			A Streptococcus pneumoniae in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032285	presence of Coagulase-Negative Staphylococcus in induced sputum	Class			A Coagulase-Negative Staphylococcus in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032335	presence of Klebsiella pneumoniae in induced sputum	Class			A Klebsiella pneumoniae in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032376	presence of Stenotrophomonas maltophilia in induced sputum	Class			A Stenotrophomonas maltophilia in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032305	presence of Escherichia coli in induced sputum	Class			A Escherichia coli in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032269	presence of Aggregatibacter aphrophilus in induced sputum	Class			An Aggregatibacter aphrophilus in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032307	presence of Haemophilus haemolyticus in induced sputum	Class			A Haemophilus haemolyticus in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032278	presence of Burkholderia cepacia in induced sputum	Class			A Burkholderia cepacia in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032350	presence of Neisseria meningitidis in induced sputum	Class			A Neisseria meningitidis in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032347	presence of Moraxella in induced sputum	Class			A Moraxella in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032337	presence of Klebsiella in induced sputum	Class			A Klebsiella in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032378	presence of Streptococcus anginosus group in induced sputum	Class			A Streptococcus anginosus group in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032310	presence of Haemophilus influenzae serotype b in induced sputum	Class			A Haemophilus influenzae serotype b in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032360	presence of Stutzerimonas stutzeri in induced sputum	Class			A Stutzerimonas stutzeri in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032261	presence of Acinetobacter calcoaceticus in induced sputum	Class			An Acinetobacter calcoaceticus in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032352	presence of Proteus mirabilis in induced sputum	Class			A Proteus mirabilis in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032362	presence of Salmonella in induced sputum	Class			A Salmonella in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032371	presence of Staphylococcus aureus in induced sputum	Class			A Staphylococcus aureus in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032354	presence of Pseudomonas aeruginosa in induced sputum	Class			A Pseudomonas aeruginosa in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032322	presence of Haemophilus parahaemolyticus in induced sputum	Class			A Haemophilus parahaemolyticus in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032291	presence of Corynebacterium in induced sputum	Class			A Corynebacterium in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032477	presence of Streptococcus in induced sputum	Class			A Streptococcus in induced sputum datum that specifies whether the organism was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032637	presence of Coagulase-Negative Staphylococcus in lung	Class			A bacteria in lung datum that specifies whether Coagulase-Negative Staphylococcus was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032640	presence of Haemophilus influenzae in lung	Class			A bacteria in lung datum that specifies whether Haemophilus influenzae was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032644	presence of Moraxella catarrhalis in lung	Class			A bacteria in lung datum that specifies whether Moraxella catarrhalis was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032655	presence of Streptococcus pneumoniae in lung	Class			A bacteria in lung datum that specifies whether Streptococcus pneumoniae was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032648	presence of Staphylococcus aureus in lung	Class			A bacteria in lung datum that specifies whether Staphylococcus aureus was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032976	presence of Streptococcus pneumoniae in nasopharynx or oropharynx	Class			A bacteria in nasopharyngeal or oropharyngeal swab datum that specifies whether Streptococcus pneumoniae was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032996	presence of Escherichia coli in pleural fluid	Class			A bacteria in pleural fluid datum that specifies whether Escherichia coli was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0033009	presence of Beta Streptococcus Group F in pleural fluid	Class			A bacteria in pleural fluid datum that specifies whether Beta Streptococcus Group F was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032999	presence of Haemophilus influenzae in pleural fluid	Class			A bacteria in pleural fluid datum that specifies whether Haemophilus influenzae was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0033011	presence of Streptococcus pneumoniae in pleural fluid	Class			A bacteria in pleural fluid datum that specifies whether Streptococcus pneumoniae was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0033003	presence of Moraxella catarrhalis in pleural fluid	Class			A bacteria in pleural fluid datum that specifies whether Moraxella catarrhalis was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0033007	presence of Staphylococcus aureus in pleural fluid	Class			A bacteria in pleural fluid datum that specifies whether Staphylococcus aureus was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0033102	presence of Mycobacterium tuberculosis in specimen	Class			An organism in specimen datum that specifies whether Mycobacterium tuberculosis was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015312	presence of Vibrio non-(cholerae or parahaemolyticus) in feces	Class			A Vibrio in feces datum that specifies whether Vibrio other than cholerae or parahaemolyticus was detected.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0021028	presence of Plasmodium falciparum in blood by microscopy assay	Class			A Plasmodium in blood by microscopy assay datum that specifies whether Plasmodium falciparum was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0020167	presence of Plasmodium ovale in blood by microscopy assay	Class			A Plasmodium in blood by microscopy assay datum that specifies whether Plasmodium ovale was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0021029	presence of Plasmodium vivax by microscopy assay	Class			A Plasmodium in blood by microscopy assay datum that specifies whether Plasmodium vivax was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0021030	presence of Plasmodium malariae by microscopy assay	Class			A Plasmodium in blood by microscopy assay datum that specifies whether Plasmodium malariae was detected by microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0023032	presence of Plasmodium in blood by thick smear microscopy assay	Class			A eukaryota in blood datum that specifies whether Plasmodium was detected by thick smear microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0023033	presence of Plasmodium in blood by thin smear microscopy assay	Class			A eukaryota in blood datum that specifies whether Plasmodium was detected by thin smear microscopy assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010998	presence of Campylobacter in feces by polymerase chain reaction assay	Class			A Campylobacter in feces datum that specifies whether the organism was detected by polymerase chain reaction assay.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032487	Acinetobacter in induced sputum datum	Class			A bacteria in induced sputum datum that is used to determine the presence of Acinetobacter in the specimen.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032485	Acinetobacter baumannii in induced sputum datum	Class			A bacteria in induced sputum datum that is used to determine the presence of Acinetobacter baumannii in the specimen.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032486	Acinetobacter calcoaceticus in induced sputum datum	Class			A bacteria in induced sputum datum that is used to determine the presence of Acinetobacter calcoaceticus in the specimen.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010719	Adenovirus in feces by enzyme-linked immunosorbent assay datum	Class			A virus in feces datum that is the output of an enzyme-linked immunosorbent assay and is used to determine the presence of Adenovirus in the specimen.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010627	Aeromonas in feces datum	Class			A bacteria in feces datum that is used to determine the presence of Aeromonas in the specimen.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032488	Aeromonas hydrophila in induced sputum datum	Class			A bacteria in induced sputum datum that is used to determine the presence of Aeromonas hydrophila in the specimen.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032489	Aggregatibacter aphrophilus in induced sputum datum	Class			A bacteria in induced sputum datum that is used to determine the presence of Aggregatibacter aphrophilus in the specimen.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032490	Alpha-Hemolytic Streptococcus in induced sputum datum	Class			A bacteria in induced sputum datum that is used to determine the presence of Alpha-Hemolytic Streptococcus in the specimen.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015403	Ascaris lumbricoides in feces by reverse transcription polymerase chain reaction assay datum	Class			A eukaryota in feces datum that is the output of a reverse transcription polymerase chain reaction assay and is used to determine the presence of Ascaris lumbricoides in the specimen.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0010720	Astrovirus in feces by enzyme-linked immunosorbent assay datum	Class			A virus in feces datum that is the output of an enzyme-linked immunosorbent assay and is used to determine the presence of Astrovirus in the specimen.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0015407	Bacteroides fragilis in feces by reverse transcription polymerase chain reaction assay datum	Class			A bacteria in feces datum that is the output of a reverse transcription polymerase chain reaction assay and is used to determine the presence of Bacteroides fragilis in the specimen.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
EUPATH:0032491	Beta-Hemolytic Streptococcus in induced sputum datum	Class			A bacteria in induced sputum datum that is used to determine the presence of Beta-Hemolytic Streptococcus in the specimen.		John Judkins ORCID:0000-0001-6595-0902		VEuPathDB				
